id,han,chars
8822,"tuyên","諠"
8823,"hỗn","諢"
8824,"ngộn","諢"
8825,"ngạc","諤"
8826,"đế","諦"
8827,"hài","諧"
8828,"thuốc","諨"
8829,"gián","諫"
8830,"dụ","諭"
8831,"ti","諮"
8832,"tư","諮"
8833,"ty","諮"
8834,"huý","諱"
8835,"am","諳"
8836,"kham","諶"
8837,"thầm","諶"
8838,"phúng","諷"
8839,"chư","諸"
8840,"ngạn","諺"
8841,"huyên","諼"
8842,"viên","諼"
8843,"nặc","諾"
8844,"mưu","謀"
8845,"yết","謁"
8846,"vị","謂"
8847,"đằng","謄"
8848,"sưu","謅"
8849,"phiến","謆"
8850,"kiển","謇"
8851,"hoang","謊"
8852,"hoảng","謊"
8853,"mê","謎"
8854,"tiểu","謏"
8855,"bí","謐"
8856,"mật","謐"
8857,"hước","謔"
8858,"tốc","謖"
8859,"báng","謗"
8860,"khiêm","謙"
8861,"ích","謚"
8862,"thuỵ","謚"
8863,"giảng","講"
8864,"tạ","謝"
8865,"dao","謠"
8866,"khánh","謦"
8867,"mô","謨"
8868,"trích","謫"
8869,"mậu","謬"
8870,"trớ","謯"
8871,"âu","謳"
8872,"ngao","謷"
8873,"cẩn","謹"
8874,"di","謻"
8875,"hô","謼"
8876,"man","謾"
8877,"mạn","謾"
8878,"hoa","譁"
8879,"sáp","譅"
8880,"hi","譆"
8881,"hy","譆"
8882,"đỗi","譈"
8883,"chứng","證"
8884,"nao","譊"
8885,"duật","譎"
8886,"quyệt","譎"
8887,"cơ","譏"
8888,"ki","譏"
8889,"ky","譏"
8890,"soạn","譔"
8891,"tuyển","譔"
8892,"tiếm","譖"
8893,"trấm","譖"
8894,"chí","識"
8895,"thức","識"
8896,"tiêu","譙"
8897,"tiếu","譙"
8898,"đàm","譚"
8899,"phả","譜"
8900,"phổ","譜"
8901,"táo","譟"
8902,"thao","譟"
8903,"cảnh","警"
8904,"chiêm","譫"
8905,"đàm","譫"
8906,"thí","譬"
8907,"dịch","譯"
8908,"nghị","議"
8909,"khiển","譴"
8910,"hộ","護"
8911,"trù","譸"
8912,"dự","譽"
8913,"tiễn","譾"
8914,"đậu","讀"
8915,"độc","讀"
8916,"thẩm","讅"
8917,"biến","變"
8918,"triệp","讋"
8919,"triếp","讋"
8920,"yên","讌"
8921,"yến","讌"
8922,"thù","讎"
8923,"sàm","讒"
8924,"nhượng","讓"
8925,"lan","讕"
8926,"sấm","讖"
8927,"hoan","讙"
8928,"tán","讚"
8929,"đảng","讜"
8930,"nghiện","讞"
8931,"nghiệt","讞"
8932,"độc","讟"
8933,"cốc","谷"
8934,"dục","谷"
8935,"hề","谿"
8936,"khê","谿"
8937,"hoát","豁"
8938,"khoát","豁"
8939,"đậu","豆"
8940,"giang","豇"
8941,"khởi","豈"
8942,"thị","豉"
8943,"phong","豊"
8944,"oản","豌"
8945,"uyển","豌"
8946,"thụ","豎"
8947,"phong","豐"
8948,"diệm","豔"
8949,"diễm","豔"
8950,"thỉ","豕"
8951,"hôi","豗"
8952,"khôi","豗"
8953,"đồn","豚"
8954,"ba","豝"
8955,"tượng","象"
8956,"hoạn","豢"
8957,"cự","豦"
8958,"hi","豨"
8959,"hy","豨"
8960,"hào","豪"
8961,"dự","豫"
8962,"trư","豬"
8963,"bân","豳"
8964,"phần","豶"
8965,"ế","豷"
8966,"trãi","豸"
8967,"trĩ","豸"
8968,"báo","豹"
8969,"sài","豺"
8970,"ngan","豻"
8971,"dứu","貁"
8972,"điêu","貂"
8973,"hưu","貅"
8974,"hoàn","貆"
8975,"huyên","貆"
8976,"hạc","貉"
8977,"lạc","貉"
8978,"mạch","貊"
8979,"mạo","貌"
8980,"li","貍"
8981,"ly","貍"
8982,"miêu","貓"
8983,"tì","貔"
8984,"tỳ","貔"
8985,"xương","貗"
8986,"bối","貝"
8987,"trinh","貞"
8988,"phụ","負"
8989,"tài","財"
8990,"cống","貢"
8991,"dị","貤"
8992,"bần","貧"
8993,"hoá","貨"
8994,"bản","販"
8995,"phán","販"
8996,"phiến","販"
8997,"tham","貪"
8998,"quán","貫"
8999,"trách","責"
9000,"trái","責"
9001,"trữ","貯"
9002,"thế","貰"
9003,"ti","貲"
9004,"tư","貲"
9005,"ty","貲"
9006,"nhị","貳"
9007,"quí","貴"
9008,"quý","貴"
9009,"biếm","貶"
9010,"mãi","買"
9011,"thải","貸"
9012,"huống","貺"
9013,"phí","費"
9014,"thiếp","貼"
9015,"di","貽"
9016,"mậu","貿"
9017,"hạ","賀"
9018,"bí","賁"
9019,"lộ","賂"
9020,"nhẫm","賃"
9021,"hối","賄"
9022,"cai","賅"
9023,"tư","資"
9024,"cổ","賈"
9025,"giả","賈"
9026,"tặc","賊"
9027,"chẩn","賑"
9028,"trẩn","賑"
9029,"xa","賒"
9030,"tân","賓"
9031,"cầu","賕"
9032,"châu","賙"
9033,"chu","賙"
9034,"bối","賚"
9035,"lại","賚"
9036,"lãi","賚"
9037,"tứ","賜"
9038,"sâm","賝"
9039,"thưởng","賞"
9040,"bồi","賠"
9041,"canh","賡"
9042,"hiền","賢"
9043,"mại","賣"
9044,"tiện","賤"
9045,"phú","賦"
9046,"tung","賨"
9047,"chất","質"
9048,"trường","賬"
9049,"trướng","賬"
9050,"đổ","賭"
9051,"tẫn","賮"
9052,"lại","賴"
9053,"phúng","賵"
9054,"thặng","賸"
9055,"thắng","賸"
9056,"khiêm","賺"
9057,"trám","賺"
9058,"phụ","賻"
9059,"cấu","購"
9060,"tái","賽"
9061,"trách","賾"
9062,"xương","贀"
9063,"chí","贄"
9064,"chuế","贅"
9065,"ngao","贅"
9066,"vân","贇"
9067,"tặng","贈"
9068,"đảm","贉"
9069,"tán","贊"
9070,"thiệm","贍"
9071,"dinh","贏"
9072,"doanh","贏"
9073,"tấn","贐"
9074,"tẫn","贐"
9075,"tang","贓"
9076,"tàng","贓"
9077,"bí","贔"
9078,"thục","贖"
9079,"nhạn","贗"
9080,"ưng","贗"
9081,"cám","贛"
9082,"cống","贛"
9083,"tráng","贛"
9084,"xích","赤"
9085,"xá","赦"
9086,"noản","赧"
9087,"noãn","赧"
9088,"hách","赫"
9089,"sanh","赬"
9090,"trinh","赬"
9091,"xanh","赬"
9092,"đổ","赭"
9093,"giả","赭"
9094,"đường","赯"
9095,"tẩu","走"
9096,"củ","赳"
9097,"phó","赳"
9098,"phó","赴"
9099,"khỉ","起"
9100,"khởi","起"
9101,"sấn","趁"
9102,"thư","趄"
9103,"siêu","超"
9104,"việt","越"
9105,"biển","趌"
9106,"di","趍"
9107,"xu","趍"
9108,"biển","趏"
9109,"tư","趑"
9110,"cảm","趕"
9111,"cản","趕"
9112,"triệu","趙"
9113,"thang","趟"
9114,"thảng","趟"
9115,"tranh","趟"
9116,"trác","趠"
9117,"bận","趡"
9118,"thú","趣"
9119,"xu","趨"
9120,"địch","趯"
9121,"toản","趲"
9122,"túc","足"
9123,"bát","趴"
9124,"bác","趵"
9125,"quyết","趹"
9126,"phu","趺"
9127,"kiển","趼"
9128,"nghiễn","趼"
9129,"chỉ","趾"
9130,"bả","跁"
9131,"khí","跂"
9132,"kì","跂"
9133,"kỳ","跂"
9134,"xí","跂"
9135,"thác","跅"
9136,"thai","跆"
9137,"bạt","跋"
9138,"điệt","跌"
9139,"trật","跌"
9140,"đà","跎"
9141,"gia","跏"
9142,"thiếp","跏"
9143,"thư","跐"
9144,"bào","跑"
9145,"điệp","跕"
9146,"chích","跖"
9147,"sách","跚"
9148,"san","跚"
9149,"ba","跛"
9150,"bả","跛"
9151,"phả","跛"
9152,"cự","距"
9153,"cân","跟"
9154,"cấn","跟"
9155,"tích","跡"
9156,"tẩy","跣"
9157,"tiển","跣"
9158,"giao","跤"
9159,"chu","跦"
9160,"trù","跦"
9161,"thuyên","跧"
9162,"khoá","跨"
9163,"duệ","跩"
9164,"quị","跪"
9165,"quỵ","跪"
9166,"cùng","跫"
9167,"củng","跫"
9168,"khuể","跬"
9169,"lộ","路"
9170,"cấp","跲"
9171,"khiêu","跳"
9172,"đoá","跺"
9173,"cục","跼"
9174,"kị","跽"
9175,"kỵ","跽"
9176,"tuyết","踅"
9177,"lượng","踉"
9178,"đạp","踏"
9179,"tiễn","踐"
9180,"oa","踒"
9181,"cúc","踘"
9182,"hoà","踝"
9183,"hoả","踝"
9184,"hoã","踝"
9185,"khoả","踝"
9186,"cư","踞"
9187,"cứ","踞"
9188,"trì","踟"
9189,"trừ","踟"
9190,"quyền","踡"
9191,"quyển","踡"
9192,"dị","踢"
9193,"thích","踢"
9194,"bặc","踣"
9195,"phấu","踣"
9196,"thiếp","踥"
9197,"địch","踧"
9198,"xúc","踧"
9199,"thái","踩"
9200,"tịnh","踫"
9201,"du","踰"
9202,"thâu","踰"
9203,"đạc","踱"
9204,"độ","踱"
9205,"dũng","踴"
9206,"chủng","踵"
9207,"đệ","踶"
9208,"đoán","踹"
9209,"suỷ","踹"
9210,"củ","踽"
9211,"vũ","踽"
9212,"điệp","蹀"
9213,"biên","蹁"
9214,"biền","蹁"
9215,"nhu","蹂"
9216,"nhựu","蹂"
9217,"đề","蹄"
9218,"tra","蹅"
9219,"kiển","蹇"
9220,"đạo","蹈"
9221,"tha","蹉"
9222,"hề","蹊"
9223,"khê","蹊"
9224,"đạp","蹋"
9225,"tập","蹋"
9226,"thương","蹌"
9227,"thướng","蹌"
9228,"chiển","蹍"
9229,"tích","蹐"
9230,"tất","蹕"
9231,"thích","蹙"
9232,"túc","蹙"
9233,"xúc","蹙"
9234,"súc","蹜"
9235,"tích","蹟"
9236,"chích","蹠"
9237,"thương","蹡"
9238,"địch","蹢"
9239,"trịch","蹢"
9240,"bàn","蹣"
9241,"mãn","蹣"
9242,"sỉ","蹤"
9243,"tung","蹤"
9244,"bảng","蹦"
9245,"bằng","蹦"
9246,"biệt","蹩"
9247,"đăng","蹬"
9248,"tằng","蹭"
9249,"thặng","蹭"
9250,"phiên","蹯"
9251,"phiền","蹯"
9252,"tôn","蹲"
9253,"tồn","蹲"
9254,"tựu","蹴"
9255,"xúc","蹴"
9256,"quệ","蹶"
9257,"quyết","蹶"
9258,"nghiêu","蹺"
9259,"khiêu","蹻"
9260,"kiểu","蹻"
9261,"bộc","蹼"
9262,"bốc","蹼"
9263,"phố","蹼"
9264,"táo","躁"
9265,"thao","躁"
9266,"đạt","躂"
9267,"tích","躄"
9268,"độc","躅"
9269,"thục","躅"
9270,"trục","躅"
9271,"trừ","躇"
9272,"độn","躉"
9273,"trù","躊"
9274,"tê","躋"
9275,"tễ","躋"
9276,"dược","躍"
9277,"liệp","躐"
9278,"trịch","躑"
9279,"lịch","躒"
9280,"chất","躓"
9281,"chí","躓"
9282,"triền","躔"
9283,"trù","躕"
9284,"vệ","躗"
9285,"thiên","躚"
9286,"tiên","躚"
9287,"tiệp","躞"
9288,"nhiếp","躡"
9289,"niếp","躡"
9290,"thoản","躥"
9291,"toàn","躦"
9292,"khước","躩"
9293,"lận","躪"
9294,"thân","身"
9295,"cung","躬"
9296,"đoá","躲"
9297,"thảng","躺"
9298,"thượng","躺"
9299,"khu","軀"
9300,"xa","車"
9301,"ca","軋"
9302,"trát","軋"
9303,"yết","軋"
9304,"cửu","軌"
9305,"quĩ","軌"
9306,"quỹ","軌"
9307,"quân","軍"
9308,"ngoạt","軏"
9309,"ngột","軏"
9310,"nguyệt","軏"
9311,"đại","軑"
9312,"hiên","軒"
9313,"nhận","軔"
9314,"nhẫn","軔"
9315,"ách","軛"
9316,"nạp","軜"
9317,"nhuyễn","軟"
9318,"linh","軡"
9319,"chẩn","軫"
9320,"sải","軴"
9321,"ách","軶"
9322,"vặn","軷"
9323,"trục","軸"
9324,"chỉ","軹"
9325,"dao","軺"
9326,"diêu","軺"
9327,"thiều","軺"
9328,"kha","軻"
9329,"dật","軼"
9330,"thất","軼"
9331,"thức","軾"
9332,"biền","軿"
9333,"bình","軿"
9334,"nhi","輀"
9335,"giác","較"
9336,"giảo","較"
9337,"hiệu","較"
9338,"lộ","輅"
9339,"thuyên","輇"
9340,"chu","輈"
9341,"tải","載"
9342,"tái","載"
9343,"chí","輊"
9344,"chiếp","輒"
9345,"triếp","輒"
9346,"vãn","輓"
9347,"phụ","輔"
9348,"khinh","輕"
9349,"châu","輖"
9350,"nghê","輗"
9351,"nghệ","輗"
9352,"lăng","輘"
9353,"lượng","輛"
9354,"lưỡng","輛"
9355,"tri","輜"
9356,"truy","輜"
9357,"huy","輝"
9358,"võng","輞"
9359,"chuyết","輟"
9360,"xuyết","輟"
9361,"quả","輠"
9362,"côn","輥"
9363,"cổn","輥"
9364,"liễn","輦"
9365,"bối","輩"
9366,"luân","輪"
9367,"lương","輬"
9368,"nhụ","輮"
9369,"tập","輯"
9370,"thấu","輳"
9371,"thuân","輴"
9372,"do","輶"
9373,"du","輶"
9374,"thâu","輸"
9375,"phúc","輹"
9376,"bức","輻"
9377,"phúc","輻"
9378,"triển","輾"
9379,"dư","輿"
9380,"ôn","轀"
9381,"cốc","轂"
9382,"hạt","轄"
9383,"viên","轅"
9384,"lộc","轆"
9385,"giao","轇"
9386,"chuyển","轉"
9387,"chuyến","轉"
9388,"triệt","轍"
9389,"triết","轍"
9390,"kiệu","轎"
9391,"lân","轔"
9392,"cát","轕"
9393,"sắc","轖"
9394,"khảm","轗"
9395,"hoàn","轘"
9396,"dư","轝"
9397,"hạm","轞"
9398,"oanh","轟"
9399,"bí","轡"
9400,"thước","轢"
9401,"lịch","轣"
9402,"lô","轤"
9403,"tân","辛"
9404,"cô","辜"
9405,"bích","辟"
9406,"tịch","辟"
9407,"tích","辟"
9408,"lạt","辣"
9409,"bạn","辦"
9410,"biện","辦"
9411,"biện","辨"
9412,"từ","辭"
9413,"biên","辮"
9414,"biện","辮"
9415,"biên","辯"
9416,"biện","辯"
9417,"thần","辰"
9418,"thìn","辰"
9419,"nhục","辱"
9420,"nông","農"
9421,"sước","辵"
9422,"sước","辶"
9423,"vu","迂"
9424,"hất","迄"
9425,"ngật","迄"
9426,"tấn","迅"
9427,"đôn","迍"
9428,"truân","迍"
9429,"ngênh","迎"
9430,"nghênh","迎"
9431,"nghinh","迎"
9432,"cận","近"
9433,"hàng","迒"
9434,"hiền","迒"
9435,"nhạ","迓"
9436,"phản","返"
9437,"ngỗ","迕"
9438,"điều","迢"
9439,"thiều","迢"
9440,"dĩ","迤"
9441,"huýnh","迥"
9442,"quýnh","迥"
9443,"ca","迦"
9444,"gia","迦"
9445,"già","迦"
9446,"đãi","迨"
9447,"địch","迪"
9448,"bách","迫"
9449,"điệt","迭"
9450,"trách","迮"
9451,"thuật","述"
9452,"hồi","迴"
9453,"mê","迷"
9454,"bình","迸"
9455,"bính","迸"
9456,"nãi","迺"
9457,"di","迻"
9458,"truy","追"
9459,"thoái","退"
9460,"thối","退"
9461,"tống","送"
9462,"quát","适"
9463,"đào","逃"
9464,"bàng","逄"
9465,"cấu","逅"
9466,"nghịch","逆"
9467,"bô","逋"
9468,"tiêu","逍"
9469,"thấu","透"
9470,"trục","逐"
9471,"cầu","逑"
9472,"đồ","途"
9473,"kính","逕"
9474,"địch","逖"
9475,"đậu","逗"
9476,"giá","這"
9477,"thông","通"
9478,"cuồng","逛"
9479,"cuống","逛"
9480,"thệ","逝"
9481,"sính","逞"
9482,"trình","逞"
9483,"tốc","速"
9484,"tạo","造"
9485,"thoan","逡"
9486,"thuân","逡"
9487,"phùng","逢"
9488,"liên","連"
9489,"hoán","逭"
9490,"đãi","逮"
9491,"lộc","逯"
9492,"lục","逯"
9493,"châu","週"
9494,"chu","週"
9495,"tiến","進"
9496,"trác","逴"
9497,"xước","逴"
9498,"quì","逵"
9499,"quỳ","逵"
9500,"uy","逶"
9501,"uỷ","逶"
9502,"dật","逸"
9503,"bức","逼"
9504,"du","逾"
9505,"độn","遁"
9506,"thuẫn","遁"
9507,"toại","遂"
9508,"thuyên","遄"
9509,"ngộ","遇"
9510,"trinh","遉"
9511,"du","遊"
9512,"vận","運"
9513,"biên","遍"
9514,"biến","遍"
9515,"qua","過"
9516,"quá","過"
9517,"át","遏"
9518,"hà","遐"
9519,"hoàng","遑"
9520,"huỳnh","遑"
9521,"tù","遒"
9522,"đạo","道"
9523,"đạt","達"
9524,"vi","違"
9525,"cấu","遘"
9526,"dao","遙"
9527,"diêu","遙"
9528,"lưu","遛"
9529,"tốn","遜"
9530,"đạp","遝"
9531,"đệ","遞"
9532,"viễn","遠"
9533,"thạp","遢"
9534,"tháp","遢"
9535,"khiển","遣"
9536,"ngao","遨"
9537,"thích","適"
9538,"tao","遭"
9539,"già","遮"
9540,"độn","遯"
9541,"tao","遯"
9542,"đệ","遰"
9543,"trì","遲"
9544,"lân","遴"
9545,"lấn","遴"
9546,"tuân","遵"
9547,"nhiễu","遶"
9548,"thiên","遷"
9549,"tuyển","選"
9550,"duật","遹"
9551,"di","遺"
9552,"vị","遺"
9553,"liêu","遼"
9554,"cự","遽"
9555,"tị","避"
9556,"tỵ","避"
9557,"yêu","邀"
9558,"mại","邁"
9559,"giải","邂"
9560,"thuý","邃"
9561,"toại","邃"
9562,"hài","還"
9563,"hoàn","還"
9564,"chiên","邅"
9565,"nhĩ","邇"
9566,"mạc","邈"
9567,"mạo","邈"
9568,"biên","邊"
9569,"lạp","邋"
9570,"liệp","邋"
9571,"la","邏"
9572,"lê","邐"
9573,"li","邐"
9574,"lị","邐"
9575,"ly","邐"
9576,"lỵ","邐"
9577,"ấp","邑"
9578,"ung","邕"
9579,"hàn","邗"
9580,"vu","邘"
9581,"mang","邙"
9582,"manh","邙"
9583,"cung","邛"
9584,"bân","邠"
9585,"phương","邡"
9586,"hình","邢"
9587,"na","那"
9588,"ná","那"
9589,"bang","邦"
9590,"tà","邪"
9591,"hàm","邯"
9592,"ái","邰"
9593,"thai","邰"
9594,"khâu","邱"
9595,"khưu","邱"
9596,"bật","邲"
9597,"hàm","邲"
9598,"bi","邳"
9599,"bì","邳"
9600,"bính","邴"
9601,"thiệu","邵"
9602,"bì","邶"
9603,"bội","邶"
9604,"để","邸"
9605,"khuê","邽"
9606,"chu","邾"
9607,"hữu","郁"
9608,"úc","郁"
9609,"cáp","郃"
9610,"chất","郅"
9611,"tuân","郇"
9612,"hậu","郈"
9613,"giao","郊"
9614,"lang","郎"
9615,"tao","郕"
9616,"phu","郛"
9617,"phù","郛"
9618,"cáo","郜"
9619,"hách","郝"
9620,"hác","郝"
9621,"giáp","郟"
9622,"hiệp","郟"
9623,"quận","郡"
9624,"dĩnh","郢"
9625,"sính","郢"
9626,"khích","郤"
9627,"bộ","部"
9628,"thê","郪"
9629,"bì","郫"
9630,"quách","郭"
9631,"đàm","郯"
9632,"xâm","郴"
9633,"bưu","郵"
9634,"đô","都"
9635,"yển","郾"
9636,"mi","郿"
9637,"nhược","鄀"
9638,"thoát","鄀"
9639,"bội","鄁"
9640,"ngạc","鄂"
9641,"du","鄃"
9642,"nhân","鄄"
9643,"quyến","鄄"
9644,"vũ","鄅"
9645,"càn","鄆"
9646,"vận","鄆"
9647,"hương","鄉"
9648,"nhục","鄏"
9649,"xối","鄏"
9650,"trâu","鄒"
9651,"ổ","鄔"
9652,"vân","鄖"
9653,"cảo","鄗"
9654,"dung","鄘"
9655,"bỉ","鄙"
9656,"phu","鄜"
9657,"cẩn","鄞"
9658,"ngân","鄞"
9659,"hộ","鄠"
9660,"yên","鄢"
9661,"chương","鄣"
9662,"hứa","鄦"
9663,"đặng","鄧"
9664,"trịnh","鄭"
9665,"thiện","鄯"
9666,"lân","鄰"
9667,"bà","鄱"
9668,"bá","鄱"
9669,"đan","鄲"
9670,"đơn","鄲"
9671,"nghiệp","鄴"
9672,"châu","鄹"
9673,"tụ","鄹"
9674,"quảng","鄺"
9675,"ưu","鄾"
9676,"phong","酆"
9677,"tán","酇"
9678,"toản","酇"
9679,"li","酈"
9680,"ly","酈"
9681,"dậu","酉"
9682,"đinh","酊"
9683,"đính","酊"
9684,"tù","酋"
9685,"chước","酌"
9686,"phối","配"
9687,"trụ","酎"
9688,"trữu","酎"
9689,"di","酏"
9690,"tửu","酒"
9691,"mao","酕"
9692,"đam","酖"
9693,"trấm","酖"
9694,"hung","酗"
9695,"hú","酗"
9696,"phân","酚"
9697,"vặn","酠"
9698,"đà","酡"
9699,"tạc","酢"
9700,"hàm","酣"
9701,"cô","酤"
9702,"tô","酥"
9703,"minh","酩"
9704,"mính","酩"
9705,"lạc","酪"
9706,"lộ","酪"
9707,"thù","酬"
9708,"đồng","酮"
9709,"chỉ","酯"
9710,"trình","酲"
9711,"đồ","酴"
9712,"từ","酴"
9713,"diếu","酵"
9714,"hiếu","酵"
9715,"khốc","酷"
9716,"toan","酸"
9717,"loại","酹"
9718,"lỗi","酹"
9719,"bô","酺"
9720,"lục","醁"
9721,"yêm","醃"
9722,"đào","醄"
9723,"phôi","醅"
9724,"trản","醆"
9725,"thuần","醇"
9726,"tuý","醉"
9727,"chuyết","醊"
9728,"xuyết","醊"
9729,"thố","醋"
9730,"đề","醍"
9731,"thể","醍"
9732,"hồ","醐"
9733,"tư","醑"
9734,"tử","醑"
9735,"tỉnh","醒"
9736,"mê","醚"
9737,"thuyên","醛"
9738,"xú","醜"
9739,"ta","醝"
9740,"uẩn","醞"
9741,"uấn","醞"
9742,"hải","醢"
9743,"đường","醣"
9744,"li","醨"
9745,"ly","醨"
9746,"lao","醪"
9747,"liêu","醪"
9748,"y","醫"
9749,"tương","醬"
9750,"tiêu","醮"
9751,"tiếu","醮"
9752,"ê","醯"
9753,"hy","醯"
9754,"đàm","醰"
9755,"bát","醱"
9756,"nùng","醲"
9757,"lễ","醴"
9758,"cừ","醵"
9759,"cự","醵"
9760,"huân","醺"
9761,"yến","醼"
9762,"linh","醽"
9763,"mê","醾"
9764,"mi","醾"
9765,"nhưỡng","釀"
9766,"tương","釀"
9767,"hấn","釁"
9768,"tiếu","釂"
9769,"sỉ","釃"
9770,"nghiệm","釅"
9771,"biện","釆"
9772,"thái","釆"
9773,"thải","采"
9774,"thái","采"
9775,"du","釉"
9776,"dứu","釉"
9777,"hựu","釉"
9778,"thích","釋"
9779,"lí","里"
9780,"lý","里"
9781,"trọng","重"
9782,"trùng","重"
9783,"dã","野"
9784,"lương","量"
9785,"lượng","量"
9786,"li","釐"
9787,"ly","釐"
9788,"kim","金"
9789,"cát","釓"
9790,"ất","釔"
9791,"liêu","釕"
9792,"chiêu","釗"
9793,"đinh","釘"
9794,"bốc","釙"
9795,"phủ","釜"
9796,"châm","針"
9797,"điếu","釣"
9798,"sam","釤"
9799,"sám","釤"
9800,"khẩu","釦"
9801,"khấu","釦"
9802,"xuyến","釧"
9803,"trữ","釨"
9804,"phàn","釩"
9805,"phiến","釩"
9806,"hạn","釬"
9807,"công","釭"
9808,"sai","釵"
9809,"thoa","釵"
9810,"thổ","釷"
9811,"nữ","釹"
9812,"tịch","釽"
9813,"ba","鈀"
9814,"cấu","鈁"
9815,"thược","鈅"
9816,"phu","鈇"
9817,"nạp","鈉"
9818,"nột","鈉"
9819,"khuyết","鈌"
9820,"độn","鈍"
9821,"kiềm","鈐"
9822,"bản","鈑"
9823,"sao","鈔"
9824,"nữu","鈕"
9825,"phi","鈚"
9826,"quân","鈞"
9827,"cái","鈣"
9828,"thái","鈦"
9829,"cang","鈧"
9830,"thị","鈰"
9831,"linh","鈴"
9832,"cô","鈷"
9833,"bạt","鈸"
9834,"bì","鈹"
9835,"ngọc","鈺"
9836,"bố","鈽"
9837,"du","鈾"
9838,"điền","鈿"
9839,"giáp","鉀"
9840,"cự","鉅"
9841,"vẩn","鉈"
9842,"huyền","鉉"
9843,"huyễn","鉉"
9844,"bao","鉋"
9845,"bào","鉋"
9846,"sừ","鉏"
9847,"bạch","鉑"
9848,"bạc","鉑"
9849,"xối","鉓"
9850,"kiềm","鉗"
9851,"mão","鉚"
9852,"diên","鉛"
9853,"duyên","鉛"
9854,"việt","鉞"
9855,"ẩm","鉠"
9856,"bát","鉡"
9857,"câu","鉤"
9858,"thuật","鉥"
9859,"chinh","鉦"
9860,"mẫu","鉧"
9861,"mục","鉬"
9862,"xối","鉰"
9863,"hình","鉶"
9864,"giảo","鉸"
9865,"hiệu","鉸"
9866,"nhĩ","鉺"
9867,"các","鉻"
9868,"tính","鉼"
9869,"ngân","銀"
9870,"sung","銃"
9871,"súng","銃"
9872,"đồng","銅"
9873,"trất","銍"
9874,"cùng","銎"
9875,"khung","銎"
9876,"tẩy","銑"
9877,"tiên","銑"
9878,"tiển","銑"
9879,"thuyên","銓"
9880,"thiết","銕"
9881,"thù","銖"
9882,"minh","銘"
9883,"điệu","銚"
9884,"diêu","銚"
9885,"tiêm","銛"
9886,"hàm","銜"
9887,"lão","銠"
9888,"như","銣"
9889,"y","銥"
9890,"nhân","銦"
9891,"quắc","銧"
9892,"an","銨"
9893,"hữu","銪"
9894,"sắc","銫"
9895,"khảo","銬"
9896,"hạn","銲"
9897,"hãn","銲"
9898,"duệ","銳"
9899,"nhuệ","銳"
9900,"túi","銴"
9901,"cầu","銶"
9902,"tiêu","銷"
9903,"tú","銹"
9904,"đệ","銻"
9905,"đễ","銻"
9906,"thê","銻"
9907,"toạ","銼"
9908,"toả","銼"
9909,"lã","鋁"
9910,"lữ","鋁"
9911,"lang","鋃"
9912,"tân","鋅"
9913,"tử","鋅"
9914,"túi","鋆"
9915,"vân","鋆"
9916,"bối","鋇"
9917,"ốc","鋈"
9918,"thiền","鋋"
9919,"đĩnh","鋌"
9920,"giáp","鋏"
9921,"kiệp","鋏"
9922,"phong","鋒"
9923,"ngữ","鋙"
9924,"loát","鋝"
9925,"luyệt","鋝"
9926,"lược","鋝"
9927,"tẩm","鋟"
9928,"sừ","鋤"
9929,"cục","鋦"
9930,"cư","鋦"
9931,"nga","鋨"
9932,"mang","鋩"
9933,"phô","鋪"
9934,"phu","鋪"
9935,"lí","鋰"
9936,"lý","鋰"
9937,"thác","鋱"
9938,"cứ","鋸"
9939,"giám","鋻"
9940,"cương","鋼"
9941,"quả","錁"
9942,"tiễn","錂"
9943,"lục","錄"
9944,"thương","錆"
9945,"quyển","錈"
9946,"chuỳ","錐"
9947,"a","錒"
9948,"thạp","錔"
9949,"côn","錕"
9950,"truy","錘"
9951,"truỳ","錘"
9952,"tri","錙"
9953,"truy","錙"
9954,"tranh","錚"
9955,"bôn","錛"
9956,"thuần","錞"
9957,"đàm","錟"
9958,"định","錠"
9959,"đĩnh","錠"
9960,"kì","錡"
9961,"kĩ","錡"
9962,"kỳ","錡"
9963,"kỹ","錡"
9964,"tiền","錢"
9965,"cẩm","錦"
9966,"mao","錨"
9967,"miêu","錨"
9968,"tích","錫"
9969,"cố","錮"
9970,"thác","錯"
9971,"mạnh","錳"
9972,"mãnh","錳"
9973,"biểu","錶"
9974,"lai","錸"
9975,"môn","鍆"
9976,"khải","鍇"
9977,"luyện","鍊"
9978,"oa","鍋"
9979,"độ","鍍"
9980,"ngạc","鍔"
9981,"trát","鍘"
9982,"dương","鍚"
9983,"đoạn","鍛"
9984,"đoán","鍛"
9985,"bánh","鍠"
9986,"hoàng","鍠"
9987,"huỳnh","鍠"
9988,"sáp","鍤"
9989,"tráp","鍤"
9990,"khế","鍥"
9991,"khiết","鍥"
9992,"mâu","鍪"
9993,"thâu","鍬"
9994,"thiêu","鍬"
9995,"thu","鍬"
9996,"hoàn","鍰"
9997,"hoãn","鍰"
9998,"diệp","鍱"
9999,"kiện","鍵"
10000,"tư","鍶"
10001,"giả","鍺"
10002,"châm","鍼"
10003,"chung","鍾"
10004,"bạch","鎀"
10005,"mỹ","鎂"
10006,"bang","鎊"
10007,"bàng","鎊"
10008,"bảng","鎊"
10009,"lưu","鎏"
10010,"dung","鎔"
10011,"toả","鎖"
