unicode,chars,vietnamese,meanings
"20F32","??","dõi","(td Nôm chưa có nội dung)"
"221C9","??","dối","(td Nôm chưa có nội dung)"
"22B17","??","dồi","(td Nôm chưa có nội dung)"
"23F2D","??","dồi","(td Nôm chưa có nội dung)"
"25E6F","??","dồi","(td Nôm chưa có nội dung)"
"267FF","??","dồi","(td Nôm chưa có nội dung)"
"2915A","??","dồi","(td Nôm chưa có nội dung)"
"429A","䊚","dồi","(td Nôm chưa có nội dung)"
"22921","??","dỗi","(td Nôm chưa có nội dung)"
"3E6B","㹫","dơi","(td Nôm chưa có nội dung)"
"28177","??","dọi","(td Nôm chưa có nội dung)"
"27439","??","dời","(td Nôm chưa có nội dung)"
"2813C","??","dời","(td Nôm chưa có nội dung)"
"22D69","??","dội","(td Nôm chưa có nội dung)"
"23FB6","??","dội","(td Nôm chưa có nội dung)"
"20C9D","??","đói","(td Nôm chưa có nội dung)"
"296DC","??","đói","(td Nôm chưa có nội dung)"
"297E1","??","đói","(td Nôm chưa có nội dung)"
"2042C","??","đòi","(td Nôm chưa có nội dung)"
"20F95","??","đòi","(td Nôm chưa có nội dung)"
"21866","??","đòi","(td Nôm chưa có nội dung)"
"2288A","??","đòi","(td Nôm chưa có nội dung)"
"29F37","??","đối","(td Nôm chưa có nội dung)"
"29F38","??","đối","(td Nôm chưa có nội dung)"
"21102","??","đồi","(td Nôm chưa có nội dung)"
"21456","??","đồi","(td Nôm chưa có nội dung)"
"21FAB","??","đồi","(td Nôm chưa có nội dung)"
"258E7","??","đồi","(td Nôm chưa có nội dung)"
"26081","??","đỏi","(td Nôm chưa có nội dung)"
"2266A","??","đổi","(td Nôm chưa có nội dung)"
"22ACA","??","đổi","(td Nôm chưa có nội dung)"
"22B2D","??","đổi","(td Nôm chưa có nội dung)"
"22DEE","??","đổi","(td Nôm chưa có nội dung)"
"232C7","??","đổi","(td Nôm chưa có nội dung)"
"23312","??","đổi","(td Nôm chưa có nội dung)"
"25590","??","đọi","(td Nôm chưa có nội dung)"
"20040","??","đời","(td Nôm chưa có nội dung)"
"22DBA","??","dom","(td Nôm chưa có nội dung)"
"236F1","??","dom","(td Nôm chưa có nội dung)"
"251A1","??","dòm","(td Nôm chưa có nội dung)"
"2523A","??","dòm","(td Nôm chưa có nội dung)"
"25270","??","dòm","(td Nôm chưa có nội dung)"
"252A5","??","dòm","(td Nôm chưa có nội dung)"
"252FA","??","dòm","(td Nôm chưa có nội dung)"
"256D7","??","dòm","(td Nôm chưa có nội dung)"
"2599D","??","dòm","(td Nôm chưa có nội dung)"
"3DA9","㶩","đom","(td Nôm chưa có nội dung)"
"43D9","䏙","đom","(td Nôm chưa có nội dung)"
"27348","??","đóm","(td Nôm chưa có nội dung)"
"273F1","??","đóm","(td Nôm chưa có nội dung)"
"265CC","??","đòm","(td Nôm chưa có nội dung)"
"263C4","??","đỏm","(td Nôm chưa có nội dung)"
"22CA0","??","đơm","(td Nôm chưa có nội dung)"
"22CDE","??","đơm","(td Nôm chưa có nội dung)"
"4823","䠣","dón","(td Nôm chưa có nội dung)"
"231B1","??","dòn","(td Nôm chưa có nội dung)"
"2420A","??","dòn","(td Nôm chưa có nội dung)"
"24D4A","??","dòn","(td Nôm chưa có nội dung)"
"24D90","??","dòn","(td Nôm chưa có nội dung)"
"292BE","??","dõn","(td Nôm chưa có nội dung)"
"26806","??","dốn","(td Nôm chưa có nội dung)"
"22D6C","??","dọn","(td Nôm chưa có nội dung)"
"22D76","??","dọn","(td Nôm chưa có nội dung)"
"22DBF","??","dọn","(td Nôm chưa có nội dung)"
"200E4","??","dớn","(td Nôm chưa có nội dung)"
"20EE4","??","dớn","(td Nôm chưa có nội dung)"
"27891","??","dớn","(td Nôm chưa có nội dung)"
"23F39","??","dợn","(td Nôm chưa có nội dung)"
"3F39","㼹","dợn","(td Nôm chưa có nội dung)"
"2351D","??","đón","(td Nôm chưa có nội dung)"
"4823","䠣","đón","(td Nôm chưa có nội dung)"
"24D4A","??","đòn","(td Nôm chưa có nội dung)"
"27996","??","đồn","(td Nôm chưa có nội dung)"
"4401","䐁","đồn","(td Nôm chưa có nội dung)"
"22DA2","??","dóng","(td Nôm chưa có nội dung)"
"23CD4","??","dòng","(td Nôm chưa có nội dung)"
"23CD4","??","dông","(td Nôm chưa có nội dung)"
"29131","??","dông","(td Nôm chưa có nội dung)"
"29628","??","dông","(td Nôm chưa có nội dung)"
"35C8","㗈","dõng","(td Nôm chưa có nội dung)"
"26842","??","dỏng","(td Nôm chưa có nội dung)"
"26866","??","dỏng","(td Nôm chưa có nội dung)"
"2728A","??","dộng","(td Nôm chưa có nội dung)"
"22ADD","??","đong","(td Nôm chưa có nội dung)"
"23072","??","đong","(td Nôm chưa có nội dung)"
"2849F","??","đong","(td Nôm chưa có nội dung)"
"3A02","㨂","đong","(td Nôm chưa có nội dung)"
"3A02","㨂","đóng","(td Nôm chưa có nội dung)"
"49F1","䧱","đòng","(td Nôm chưa có nội dung)"
"2849F","??","đông","(td Nôm chưa có nội dung)"
"21007","??","đổng","(td Nôm chưa có nội dung)"
"20603","??","đọng","(td Nôm chưa có nội dung)"
"35F3","㗳","đớp","(td Nôm chưa có nội dung)"
"2353B","??","đót","(td Nôm chưa có nội dung)"
"22C5E","??","đốt","(td Nôm chưa có nội dung)"
"2421C","??","đốt","(td Nôm chưa có nội dung)"
"242FF","??","đốt","(td Nôm chưa có nội dung)"
"25BDD","??","đốt","(td Nôm chưa có nội dung)"
"2676C","??","đốt","(td Nôm chưa có nội dung)"
"26D5B","??","đốt","(td Nôm chưa có nội dung)"
"2739B","??","đọt","(td Nôm chưa có nội dung)"
"260BD","??","đột","(td Nôm chưa có nội dung)"
"48ED","䣭","du","(td Nôm chưa có nội dung)"
"20C4B","??","dù","(td Nôm chưa có nội dung)"
"20DA2","??","dù","(td Nôm chưa có nội dung)"
"2208E","??","dù","(td Nôm chưa có nội dung)"
"3E9E","㺞","dữ","(td Nôm chưa có nội dung)"
"236E6","??","đu","(td Nôm chưa có nội dung)"
"236ED","??","đu","(td Nôm chưa có nội dung)"
"21024","??","đù","(td Nôm chưa có nội dung)"
"236ED","??","đủ","(td Nôm chưa có nội dung)"
"28065","??","đủ","(td Nôm chưa có nội dung)"
"281DB","??","đủ","(td Nôm chưa có nội dung)"
"281DC","??","đủ","(td Nôm chưa có nội dung)"
"23D19","??","đư","(td Nôm chưa có nội dung)"
"254A5","??","đứ","(td Nôm chưa có nội dung)"
"23D19","??","đừ","(td Nôm chưa có nội dung)"
"24AFF","??","dưa","(td Nôm chưa có nội dung)"
"24B00","??","dưa","(td Nôm chưa có nội dung)"
"26BEC","??","dưa","(td Nôm chưa có nội dung)"
"26F1E","??","dưa","(td Nôm chưa có nội dung)"
"26FA0","??","dưa","(td Nôm chưa có nội dung)"
"270CB","??","dưa","(td Nôm chưa có nội dung)"
"29ED3","??","dưa","(td Nôm chưa có nội dung)"
"26F25","??","dứa","(td Nôm chưa có nội dung)"
"3B68","㭨","dừa","(td Nôm chưa có nội dung)"
"22B78","??","dựa","(td Nôm chưa có nội dung)"
"22D4B","??","đua","(td Nôm chưa có nội dung)"
"2816E","??","đua","(td Nôm chưa có nội dung)"
"227CE","??","đùa","(td Nôm chưa có nội dung)"
"22D09","??","đùa","(td Nôm chưa có nội dung)"
"25B8A","??","đũa","(td Nôm chưa có nội dung)"
"20032","??","đứa","(td Nôm chưa có nội dung)"
"20042","??","đứa","(td Nôm chưa có nội dung)"
"21965","??","đứa","(td Nôm chưa có nội dung)"
"254A5","??","đứa","(td Nôm chưa có nội dung)"
"26612","??","duật","(td Nôm chưa có nội dung)"
"20BC5","??","dức","(td Nôm chưa có nội dung)"
"20E92","??","dức","(td Nôm chưa có nội dung)"
"25F6A","??","đúc","(td Nôm chưa có nội dung)"
"28BF9","??","đúc","(td Nôm chưa có nội dung)"
"297F5","??","đúc","(td Nôm chưa có nội dung)"
"22D80","??","duệ","(td Nôm chưa có nội dung)"
"3E6D","㹭","duệ","(td Nôm chưa có nội dung)"
"22DEE","??","dúi","(td Nôm chưa có nội dung)"
"237E9","??","dùi","(td Nôm chưa có nội dung)"
"28AFB","??","dùi","(td Nôm chưa có nội dung)"
"28B09","??","dùi","(td Nôm chưa có nội dung)"
"28BF8","??","dùi","(td Nôm chưa có nội dung)"
"3461","㑡","dủi","(td Nôm chưa có nội dung)"
"3A61","㩡","dủi","(td Nôm chưa có nội dung)"
"22B7A","??","dụi","(td Nôm chưa có nội dung)"
"22D4C","??","dụi","(td Nôm chưa có nội dung)"
"25296","??","đui","(td Nôm chưa có nội dung)"
"267FF","??","đùi","(td Nôm chưa có nội dung)"
"268B6","??","đùi","(td Nôm chưa có nội dung)"
"2811F","??","đùi","(td Nôm chưa có nội dung)"
"2616D","??","đũi","(td Nôm chưa có nội dung)"
"261B9","??","đũi","(td Nôm chưa có nội dung)"
"22ACA","??","đủi","(td Nôm chưa có nội dung)"
"22DEE","??","đủi","(td Nôm chưa có nội dung)"
"2A1A4","??","đủi","(td Nôm chưa có nội dung)"
"2135B","??","dũm","(td Nôm chưa có nội dung)"
"213DF","??","dũm","(td Nôm chưa có nội dung)"
"20E1E","??","đúm","(td Nôm chưa có nội dung)"
"26170","??","đùm","(td Nôm chưa có nội dung)"
"27753","??","đùm","(td Nôm chưa có nội dung)"
"27452","??","dun","(td Nôm chưa có nội dung)"
"21D81","??","đùn","(td Nôm chưa có nội dung)"
"27259","??","đùn","(td Nôm chưa có nội dung)"
"29084","??","đùn","(td Nôm chưa có nội dung)"
"23732","??","đụn","(td Nôm chưa có nội dung)"
"22AA0","??","dúng","(td Nôm chưa có nội dung)"
"22AE1","??","dùng","(td Nôm chưa có nội dung)"
"22D0B","??","dùng","(td Nôm chưa có nội dung)"
"23CD4","??","dùng","(td Nôm chưa có nội dung)"
"2800D","??","dùng","(td Nôm chưa có nội dung)"
"2728A","??","dũng","(td Nôm chưa có nội dung)"
"2800A","??","dừng","(td Nôm chưa có nội dung)"
"2813B","??","dừng","(td Nôm chưa có nội dung)"
"22AE1","??","dựng","(td Nôm chưa có nội dung)"
"22E1E","??","dựng","(td Nôm chưa có nội dung)"
"25A6F","??","dựng","(td Nôm chưa có nội dung)"
"2800A","??","dựng","(td Nôm chưa có nội dung)"
"2A51A","??","đùng","(td Nôm chưa có nội dung)"
"2773B","??","đũng","(td Nôm chưa có nội dung)"
"2819F","??","đủng","(td Nôm chưa có nội dung)"
"203AC","??","đứng","(td Nôm chưa có nội dung)"
"25AB8","??","đứng","(td Nôm chưa có nội dung)"
"28178","??","đứng","(td Nôm chưa có nội dung)"
"203E6","??","đừng","(td Nôm chưa có nội dung)"
"23AF2","??","đừng","(td Nôm chưa có nội dung)"
"214C2","??","đựng","(td Nôm chưa có nội dung)"
"241B7","??","đuốc","(td Nôm chưa có nội dung)"
"24498","??","đuốc","(td Nôm chưa có nội dung)"
"3BD6","㯖","đước","(td Nôm chưa có nội dung)"
"23749","??","duối","(td Nôm chưa có nội dung)"
"22A7D","??","duỗi","(td Nôm chưa có nội dung)"
"2806C","??","duỗi","(td Nôm chưa có nội dung)"
"2814E","??","duỗi","(td Nôm chưa có nội dung)"
"281D2","??","duỗi","(td Nôm chưa có nội dung)"
"281B7","??","duổi","(td Nôm chưa có nội dung)"
"299CD","??","duổi","(td Nôm chưa có nội dung)"
"20051","??","dưới","(td Nôm chưa có nội dung)"
"23EC9","??","dưới","(td Nôm chưa có nội dung)"
"24C82","??","dưới","(td Nôm chưa có nội dung)"
"214CB","??","đuôi","(td Nôm chưa có nội dung)"
"21CEA","??","đuôi","(td Nôm chưa có nội dung)"
"29F37","??","đuối","(td Nôm chưa có nội dung)"
"27ED0","??","đuổi","(td Nôm chưa có nội dung)"
"2818F","??","đuổi","(td Nôm chưa có nội dung)"
"281B7","??","đuổi","(td Nôm chưa có nội dung)"
"284BB","??","đuổi","(td Nôm chưa có nội dung)"
"28617","??","đuổi","(td Nôm chưa có nội dung)"
"24802","??","đười","(td Nôm chưa có nội dung)"
"248AC","??","đười","(td Nôm chưa có nội dung)"
"3DCB","㷋","đượm","(td Nôm chưa có nội dung)"
"28C6A","??","đườn","(td Nôm chưa có nội dung)"
"28CB7","??","đườn","(td Nôm chưa có nội dung)"
"2634C","??","dương","(td Nôm chưa có nội dung)"
"20375","??","dường","(td Nôm chưa có nội dung)"
"276C6","??","đụp","(td Nôm chưa có nội dung)"
"42CE","䋎","đụp","(td Nôm chưa có nội dung)"
"3DDD","㷝","dụt","(td Nôm chưa có nội dung)"
"206E3","??","dứt","(td Nôm chưa có nội dung)"
"207B9","??","dứt","(td Nôm chưa có nội dung)"
"22CBC","??","dứt","(td Nôm chưa có nội dung)"
"22D11","??","dứt","(td Nôm chưa có nội dung)"
"26135","??","dứt","(td Nôm chưa có nội dung)"
"25BDD","??","đụt","(td Nôm chưa có nội dung)"
"206E3","??","đứt","(td Nôm chưa có nội dung)"
"20757","??","đứt","(td Nôm chưa có nội dung)"
"207B9","??","đứt","(td Nôm chưa có nội dung)"
"22BDF","??","đứt","(td Nôm chưa có nội dung)"
"22D11","??","đứt","(td Nôm chưa có nội dung)"
"42CE","䋎","đứt","(td Nôm chưa có nội dung)"
"20C96","??","e","(td Nôm chưa có nội dung)"
"20D71","??","e","(td Nôm chưa có nội dung)"
"2266C","??","e","(td Nôm chưa có nội dung)"
"394B","㥋","e","(td Nôm chưa có nội dung)"
"20C96","??","è","(td Nôm chưa có nội dung)"
"20C96","??","ê","(td Nôm chưa có nội dung)"
"24DF4","??","ê","(td Nôm chưa có nội dung)"
"20C96","??","ề","(td Nôm chưa có nội dung)"
"214AA","??","ệch","(td Nôm chưa có nội dung)"
"36EA","㛪","em","(td Nôm chưa có nội dung)"
"36EA","㛪","êm","(td Nôm chưa có nội dung)"
"20F38","??","ẻn","(td Nôm chưa có nội dung)"
"20F38","??","ện","(td Nôm chưa có nội dung)"
"2108D","??","eng","(td Nôm chưa có nội dung)"
"2108D","??","èng","(td Nôm chưa có nội dung)"
"20E04","??","ềnh","(td Nôm chưa có nội dung)"
"20E04","??","ễnh","(td Nôm chưa có nội dung)"
"23369","??","eo","(td Nôm chưa có nội dung)"
"356D","㕭","eo","(td Nôm chưa có nội dung)"
"22785","??","éo","(td Nôm chưa có nội dung)"
"22C33","??","éo","(td Nôm chưa có nội dung)"
"20D9F","??","ép","(td Nôm chưa có nội dung)"
"22E65","??","ép","(td Nôm chưa có nội dung)"
"20B99","??","ét","(td Nôm chưa có nội dung)"
"356D","㕭","êu","(td Nôm chưa có nội dung)"
"24804","??","gà","(td Nôm chưa có nội dung)"
"2A0AE","??","gà","(td Nôm chưa có nội dung)"
"2A0F4","??","gà","(td Nôm chưa có nội dung)"
"2A0FF","??","gà","(td Nôm chưa có nội dung)"
"203E0","??","gã","(td Nôm chưa có nội dung)"
"21953","??","gã","(td Nôm chưa có nội dung)"
"2195A","??","gã","(td Nôm chưa có nội dung)"
"24BF1","??","gã","(td Nôm chưa có nội dung)"
"36B8","㚸","gã","(td Nôm chưa có nội dung)"
"36B8","㚸","gả","(td Nôm chưa có nội dung)"
"20D84","??","gạ","(td Nôm chưa có nội dung)"
"36B8","㚸","gạ","(td Nôm chưa có nội dung)"
"281BF","??","gác","(td Nôm chưa có nội dung)"
"2145E","??","gạch","(td Nôm chưa có nội dung)"
"24B84","??","gạch","(td Nôm chưa có nội dung)"
"24B98","??","gạch","(td Nôm chưa có nội dung)"
"255CC","??","gạch","(td Nôm chưa có nội dung)"
"255E9","??","gạch","(td Nôm chưa có nội dung)"
"255F3","??","gạch","(td Nôm chưa có nội dung)"
"260EE","??","gai","(td Nôm chưa có nội dung)"
"216D4","??","gái","(td Nôm chưa có nội dung)"
"22E46","??","gài","(td Nôm chưa có nội dung)"
"22B6E","??","gãi","(td Nôm chưa có nội dung)"
"25485","??","gại","(td Nôm chưa có nội dung)"
"3597","㖗","gầm","(td Nôm chưa có nội dung)"
"4060","䁠","gằm","(td Nôm chưa có nội dung)"
"2110E","??","gẫm","(td Nôm chưa có nội dung)"
"2110E","??","gậm","(td Nôm chưa có nội dung)"
"2110E","??","gặm","(td Nôm chưa có nội dung)"
"21167","??","gặm","(td Nôm chưa có nội dung)"
"3A34","㨴","gán","(td Nôm chưa có nội dung)"
"22825","??","gàn","(td Nôm chưa có nội dung)"
"27D46","??","gần","(td Nôm chưa có nội dung)"
"209AF","??","gắn","(td Nôm chưa có nội dung)"
"20D0D","??","gắn","(td Nôm chưa có nội dung)"
"20F39","??","gằn","(td Nôm chưa có nội dung)"
"27D46","??","gằn","(td Nôm chưa có nội dung)"
"20C9F","??","gạn","(td Nôm chưa có nội dung)"
"22B6C","??","gạn","(td Nôm chưa có nội dung)"
"23D72","??","gạn","(td Nôm chưa có nội dung)"
"21B37","??","gang","(td Nôm chưa có nội dung)"
"21B3C","??","gang","(td Nôm chưa có nội dung)"
"21C78","??","gang","(td Nôm chưa có nội dung)"
"289E0","??","gang","(td Nôm chưa có nội dung)"
"2085A","??","gắng","(td Nôm chưa có nội dung)"
"20DBC","??","gặng","(td Nôm chưa có nội dung)"
"40C4","䃄","gành","(td Nôm chưa có nội dung)"
"2308B","??","gáo","(td Nôm chưa có nội dung)"
"24B5A","??","gáo","(td Nôm chưa có nội dung)"
"25E8A","??","gạo","(td Nôm chưa có nội dung)"
"25F4C","??","gạo","(td Nôm chưa có nội dung)"
"2036D","??","gấp","(td Nôm chưa có nội dung)"
"2512B","??","gấp","(td Nôm chưa có nội dung)"
"22C3D","??","gắp","(td Nôm chưa có nội dung)"
"21D2F","??","gật","(td Nôm chưa có nội dung)"
"266CB","??","gật","(td Nôm chưa có nội dung)"
"29813","??","gật","(td Nôm chưa có nội dung)"
"207F8","??","gặt","(td Nôm chưa có nội dung)"
"2574E","??","gặt","(td Nôm chưa có nội dung)"
"258AB","??","gặt","(td Nôm chưa có nội dung)"
"23818","??","gàu","(td Nôm chưa có nội dung)"
"20BDC","??","gâu","(td Nôm chưa có nội dung)"
"24830","??","gấu","(td Nôm chưa có nội dung)"
"26D77","??","gấu","(td Nôm chưa có nội dung)"
"25B09","??","gầu","(td Nôm chưa có nội dung)"
"25D1A","??","gầu","(td Nôm chưa có nội dung)"
"35D5","㗕","gẫu","(td Nôm chưa có nội dung)"
"20C01","??","gáy","(td Nôm chưa có nội dung)"
"268BE","??","gáy","(td Nôm chưa có nội dung)"
"29B06","??","gáy","(td Nôm chưa có nội dung)"
"29BC2","??","gáy","(td Nôm chưa có nội dung)"
"29EBA","??","gáy","(td Nôm chưa có nội dung)"
"22CA7","??","gây","(td Nôm chưa có nội dung)"
"25D82","??","gây","(td Nôm chưa có nội dung)"
"267CD","??","gây","(td Nôm chưa có nội dung)"
"28833","??","gây","(td Nôm chưa có nội dung)"
"28868","??","gây","(td Nôm chưa có nội dung)"
"2889F","??","gây","(td Nôm chưa có nội dung)"
"39E1","㧡","gây","(td Nôm chưa có nội dung)"
"22B6E","??","gãy","(td Nôm chưa có nội dung)"
"22D1B","??","gãy","(td Nôm chưa có nội dung)"
"20C01","??","gấy","(td Nôm chưa có nội dung)"
"24DCD","??","gầy","(td Nôm chưa có nội dung)"
"24ED3","??","gầy","(td Nôm chưa có nội dung)"
"24F1E","??","gầy","(td Nôm chưa có nội dung)"
"22B6E","??","gẫy","(td Nôm chưa có nội dung)"
"22B6E","??","gảy","(td Nôm chưa có nội dung)"
"22B6E","??","gẩy","(td Nôm chưa có nội dung)"
"22B6E","??","gạy","(td Nôm chưa có nội dung)"
"22B6E","??","gậy","(td Nôm chưa có nội dung)"
"272F7","??","gậy","(td Nôm chưa có nội dung)"
"2133F","??","gềnh","(td Nôm chưa có nội dung)"
"20EB3","??","ghe","(td Nôm chưa có nội dung)"
"2583B","??","ghe","(td Nôm chưa có nội dung)"
"26AB5","??","ghe","(td Nôm chưa có nội dung)"
"26ABC","??","ghe","(td Nôm chưa có nội dung)"
"251DA","??","ghé","(td Nôm chưa có nội dung)"
"25298","??","ghé","(td Nôm chưa có nội dung)"
"265DE","??","ghé","(td Nôm chưa có nội dung)"
"2813E","??","ghé","(td Nôm chưa có nội dung)"
"214AC","??","ghè","(td Nôm chưa có nội dung)"
"20EB3","??","ghê","(td Nôm chưa có nội dung)"
"210CA","??","ghê","(td Nôm chưa có nội dung)"
"22A8A","??","ghẽ","(td Nôm chưa có nội dung)"
"2359F","??","ghế","(td Nôm chưa có nội dung)"
"27994","??","ghế","(td Nôm chưa có nội dung)"
"214C8","??","ghề","(td Nôm chưa có nội dung)"
"255CE","??","ghề","(td Nôm chưa có nội dung)"
"214AC","??","ghẻ","(td Nôm chưa có nội dung)"
"24D2A","??","ghẻ","(td Nôm chưa có nội dung)"
"272F7","??","ghẹ","(td Nôm chưa có nội dung)"
"280F6","??","ghếch","(td Nôm chưa có nội dung)"
"27074","??","ghém","(td Nôm chưa có nội dung)"
"25278","??","ghèn","(td Nôm chưa có nội dung)"
"2133F","??","ghềnh","(td Nôm chưa có nội dung)"
"21C0F","??","ghềnh","(td Nôm chưa có nội dung)"
"21E5E","??","ghềnh","(td Nôm chưa có nội dung)"
"21E61","??","ghềnh","(td Nôm chưa có nội dung)"
"28099","??","ghềnh","(td Nôm chưa có nội dung)"
"40C4","䃄","ghềnh","(td Nôm chưa có nội dung)"
"20C09","??","ghẹo","(td Nôm chưa có nội dung)"
"210FA","??","ghẹo","(td Nôm chưa có nội dung)"
"2116C","??","ghẹo","(td Nôm chưa có nội dung)"
"25351","??","ghẹo","(td Nôm chưa có nội dung)"
"22BD6","??","ghép","(td Nôm chưa có nội dung)"
"22882","??","ghét","(td Nôm chưa có nội dung)"
"25C6C","??","ghi","(td Nôm chưa có nội dung)"
"22655","??","ghiếc","(td Nôm chưa có nội dung)"
"29E31","??","ghím","(td Nôm chưa có nội dung)"
"264C5","??","già","(td Nôm chưa có nội dung)"
"23A15","??","giã","(td Nôm chưa có nội dung)"
"26A73","??","giã","(td Nôm chưa có nội dung)"
"2853E","??","giã","(td Nôm chưa có nội dung)"
"3A0B","㨋","giã","(td Nôm chưa có nội dung)"
"23083","??","giạ","(td Nôm chưa có nội dung)"
"2655B","??","giấc","(td Nôm chưa có nội dung)"
"20BC5","??","giạc","(td Nôm chưa có nội dung)"
"442D","䐭","giái","(td Nôm chưa có nội dung)"
"20E24","??","giãi","(td Nôm chưa có nội dung)"
"24252","??","giãi","(td Nôm chưa có nội dung)"
"22129","??","giải","(td Nôm chưa có nội dung)"
"24252","??","giải","(td Nôm chưa có nội dung)"
"242F5","??","giải","(td Nôm chưa có nội dung)"
"260FF","??","giải","(td Nôm chưa có nội dung)"
"26102","??","giải","(td Nôm chưa có nội dung)"
"27735","??","giải","(td Nôm chưa có nội dung)"
"29E8C","??","giải","(td Nôm chưa có nội dung)"
"3A14","㨔","giam","(td Nôm chưa có nội dung)"
"3A5C","㩜","giam","(td Nôm chưa có nội dung)"
"22E7D","??","giâm","(td Nôm chưa có nội dung)"
"28832","??","giấm","(td Nôm chưa có nội dung)"
"28849","??","giấm","(td Nôm chưa có nội dung)"
"2887C","??","giấm","(td Nôm chưa có nội dung)"
"288E4","??","giấm","(td Nôm chưa có nội dung)"
"22D0F","??","giầm","(td Nôm chưa có nội dung)"
"2918D","??","giầm","(td Nôm chưa có nội dung)"
"3A14","㨔","giầm","(td Nôm chưa có nội dung)"
"3A14","㨔","giằm","(td Nôm chưa có nội dung)"
"23A2E","??","giẫm","(td Nôm chưa có nội dung)"
"280F5","??","giẫm","(td Nôm chưa có nội dung)"
"280F5","??","giẵm","(td Nôm chưa có nội dung)"
"20FBB","??","giạm","(td Nôm chưa có nội dung)"
"22AAD","??","giạm","(td Nôm chưa có nội dung)"
"25E04","??","giậm","(td Nôm chưa có nội dung)"
"260BC","??","giậm","(td Nôm chưa có nội dung)"
"27374","??","gián","(td Nôm chưa có nội dung)"
"22D67","??","giàn","(td Nôm chưa có nội dung)"
"23474","??","giàn","(td Nôm chưa có nội dung)"
"22D0D","??","giấn","(td Nôm chưa có nội dung)"
"23830","??","giần","(td Nôm chưa có nội dung)"
"25CC4","??","giần","(td Nôm chưa có nội dung)"
"25CD1","??","giản","(td Nôm chưa có nội dung)"
"20EC6","??","giận","(td Nôm chưa có nội dung)"
"226B7","??","giận","(td Nôm chưa có nội dung)"
"22823","??","giận","(td Nôm chưa có nội dung)"
"24B5B","??","giang","(td Nôm chưa có nội dung)"
"25B2E","??","giang","(td Nôm chưa có nội dung)"
"26223","??","giang","(td Nôm chưa có nội dung)"
"39CF","㧏","giang","(td Nôm chưa có nội dung)"
"29110","??","giáng","(td Nôm chưa có nội dung)"
"223E0","??","giàng","(td Nôm chưa có nội dung)"
"22B25","??","giàng","(td Nôm chưa có nội dung)"
"22B25","??","giăng","(td Nôm chưa có nội dung)"
"26744","??","giăng","(td Nôm chưa có nội dung)"
"20DEC","??","giãng","(td Nôm chưa có nội dung)"
"21149","??","giãng","(td Nôm chưa có nội dung)"
"20C46","??","giắng","(td Nôm chưa có nội dung)"
"223E0","??","giằng","(td Nôm chưa có nội dung)"
"22B02","??","giằng","(td Nôm chưa có nội dung)"
"22B25","??","giằng","(td Nôm chưa có nội dung)"
"22B69","??","giằng","(td Nôm chưa có nội dung)"
"22D0D","??","giằng","(td Nôm chưa có nội dung)"
"223E0","??","giạng","(td Nôm chưa có nội dung)"
"22B25","??","giạng","(td Nôm chưa có nội dung)"
"28039","??","giạng","(td Nôm chưa có nội dung)"
"28136","??","giạng","(td Nôm chưa có nội dung)"
"20C9C","??","giành","(td Nôm chưa có nội dung)"
"25C6D","??","giành","(td Nôm chưa có nội dung)"
"3B35","㬵","giao","(td Nôm chưa có nội dung)"
"28B0A","??","giáo","(td Nôm chưa có nội dung)"
"28BA0","??","giáo","(td Nôm chưa có nội dung)"
"24053","??","giào","(td Nôm chưa có nội dung)"
"2A602","??","giảo","(td Nôm chưa có nội dung)"
"4DA7","䶧","giảo","(td Nôm chưa có nội dung)"
"22D11","??","giắt","(td Nôm chưa có nội dung)"
"3A6B","㩫","giắt","(td Nôm chưa có nội dung)"
"22AC4","??","giạt","(td Nôm chưa có nội dung)"
"281B9","??","giạt","(td Nôm chưa có nội dung)"
"23FB9","??","giặt","(td Nôm chưa có nội dung)"
"3D3D","㴽","giặt","(td Nôm chưa có nội dung)"
"2202D","??","giàu","(td Nôm chưa có nội dung)"
"20964","??","giấu","(td Nôm chưa có nội dung)"
"2119E","??","giấu","(td Nôm chưa có nội dung)"
"22B73","??","giấu","(td Nôm chưa có nội dung)"
"2806A","??","giấu","(td Nôm chưa có nội dung)"
"2202D","??","giầu","(td Nôm chưa có nội dung)"
"26E93","??","giầu","(td Nôm chưa có nội dung)"
"2366D","??","giậu","(td Nôm chưa có nội dung)"
"25B5B","??","giậu","(td Nôm chưa có nội dung)"
"25D19","??","giậu","(td Nôm chưa có nội dung)"
"25D59","??","giậu","(td Nôm chưa có nội dung)"
"20AC6","??","giày","(td Nôm chưa có nội dung)"
"20F2A","??","giày","(td Nôm chưa có nội dung)"
"2500C","??","giày","(td Nôm chưa có nội dung)"
"280CC","??","giày","(td Nôm chưa có nội dung)"
"280D0","??","giày","(td Nôm chưa có nội dung)"
"29302","??","giày","(td Nôm chưa có nội dung)"
"231B0","??","giây","(td Nôm chưa có nội dung)"
"2600A","??","giây","(td Nôm chưa có nội dung)"
"280C9","??","giãy","(td Nôm chưa có nội dung)"
"47E2","䟢","giãy","(td Nôm chưa có nội dung)"
"25FD7","??","giấy","(td Nôm chưa có nội dung)"
"20AC6","??","giầy","(td Nôm chưa có nội dung)"
"29302","??","giầy","(td Nôm chưa có nội dung)"
"22B3F","??","giẫy","(td Nôm chưa có nội dung)"
